"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 09 15:42:32 GMT 2024","Sun Jun 09 15:42:32 GMT 2024","115","","","","","","Component: DiagramCard, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:42:32 GMT 2024","Sun Jun 09 15:42:32 GMT 2024","130","","","","","","Component: FrostReceivedCard, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:42:33 GMT 2024","Sun Jun 09 15:42:33 GMT 2024","120","","","","","","Component: FrostBenefit, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:42:32 GMT 2024","Sun Jun 09 15:42:32 GMT 2024","109","","","","","","Component: ProfitCell, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:42:32 GMT 2024","Sun Jun 09 15:42:32 GMT 2024","104","","","","","","Component: ProfitCell, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:42:33 GMT 2024","Sun Jun 09 15:42:33 GMT 2024","102","","","","","","Component: RatingBenefit, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:42:32 GMT 2024","Sun Jun 09 15:42:32 GMT 2024","128","","","","","","Component: RatingReceivedCard, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:42:24 GMT 2024","Sun Jun 09 15:42:31 GMT 2024","6934","","","","","","loading /home/runner/work/dart_test_reporter/dart_test_reporter/apps/sandbox/test/golden_test.dart",""
"passed","Sun Jun 09 15:42:32 GMT 2024","Sun Jun 09 15:42:32 GMT 2024","110","","","","","","Component: DiagramCard, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:42:31 GMT 2024","Sun Jun 09 15:42:31 GMT 2024","147","","","","","","Hello world",""
"passed","Sun Jun 09 15:42:32 GMT 2024","Sun Jun 09 15:42:32 GMT 2024","105","","","","","","Component: ProfitCell, Story: Second (variant: Linux)",""
"passed","Sun Jun 09 15:42:33 GMT 2024","Sun Jun 09 15:42:33 GMT 2024","111","","","","","","Component: RatingBenefit, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:42:33 GMT 2024","Sun Jun 09 15:42:33 GMT 2024","105","","","","","","Component: FrostBenefit, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:42:32 GMT 2024","Sun Jun 09 15:42:32 GMT 2024","108","","","","","","Component: FrostReceivedCard, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:42:32 GMT 2024","Sun Jun 09 15:42:33 GMT 2024","104","","","","","","Component: ProfitCell, Story: Second (variant: CI)",""
"passed","Sun Jun 09 15:42:31 GMT 2024","Sun Jun 09 15:42:32 GMT 2024","491","","","","","","Component: RatingReceivedCard, Story: Default (variant: Linux)",""
