"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","107","Component: RatingReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Wed Nov 06 15:35:24 GMT 2024","passed","Wed Nov 06 15:35:24 GMT 2024","","","",""
"","119","Component: ProfitCell, Story: Second (variant: Linux)","test/golden_test.dart","Wed Nov 06 15:35:23 GMT 2024","passed","Wed Nov 06 15:35:23 GMT 2024","","","",""
"","3","always passed","test/groups_test.dart","Wed Nov 06 15:35:20 GMT 2024","passed","Wed Nov 06 15:35:20 GMT 2024","sublevel of two level group, another sublevel","three level group","",""
"","3","Muted: int.parse successfully parses ""1""","test/simple_test.dart","Wed Nov 06 15:35:20 GMT 2024","passed","Wed Nov 06 15:35:20 GMT 2024","","","",""
"","168","Component: RatingBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Wed Nov 06 15:35:23 GMT 2024","passed","Wed Nov 06 15:35:23 GMT 2024","","","",""
"","111","Component: RatingBenefit, Story: Default (variant: CI)","test/golden_test.dart","Wed Nov 06 15:35:23 GMT 2024","passed","Wed Nov 06 15:35:23 GMT 2024","","","",""
"","4","Flaky and muted: int.parse successfully parses ""1""","test/simple_test.dart","Wed Nov 06 15:35:20 GMT 2024","passed","Wed Nov 06 15:35:20 GMT 2024","","","",""
"This test has multiple links","4","links test","test/meta_test.dart","Wed Nov 06 15:35:21 GMT 2024","passed","Wed Nov 06 15:35:21 GMT 2024","","","",""
"","2","always passed","test/groups_test.dart","Wed Nov 06 15:35:20 GMT 2024","passed","Wed Nov 06 15:35:20 GMT 2024","sublevel of two level group, another sublevel","composite group of groups and tests","",""
"","10","Feature B - Story B","test/feature_test.dart","Wed Nov 06 15:35:20 GMT 2024","passed","Wed Nov 06 15:35:20 GMT 2024","","","",""
"","136","Component: DiagramCard, Story: Default (variant: Linux)","test/golden_test.dart","Wed Nov 06 15:35:24 GMT 2024","passed","Wed Nov 06 15:35:24 GMT 2024","","","",""
