"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","always passed","test/groups_test.dart","Sun May 25 11:20:41 GMT 2025","passed","Sun May 25 11:20:41 GMT 2025","sublevel of two level group, another sublevel","composite group of groups and tests","",""
"","167","Component: RatingBenefit, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:20:44 GMT 2025","failed","Sun May 25 11:20:45 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:20:41 GMT 2025","passed","Sun May 25 11:20:41 GMT 2025","sublevel of two level group, another sublevel","three level group","",""
"","26","int.parse successfully parses ""1""","test/simple_test.dart","Sun May 25 11:20:40 GMT 2025","passed","Sun May 25 11:20:40 GMT 2025","","","",""
"","144","Component: ProfitCell, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:20:45 GMT 2025","failed","Sun May 25 11:20:45 GMT 2025","","","",""
"","175","Component: FrostBenefit, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:20:44 GMT 2025","failed","Sun May 25 11:20:44 GMT 2025","","","",""
"","141","Component: ProfitCell, Story: Second (variant: Linux)","test/golden_test.dart","Sun May 25 11:20:45 GMT 2025","failed","Sun May 25 11:20:45 GMT 2025","","","",""
"","3","Feature B - Story A","test/feature_test.dart","Sun May 25 11:20:39 GMT 2025","passed","Sun May 25 11:20:39 GMT 2025","","","",""
"This test has Severity: Severity.trivial","5","severity test","test/meta_test.dart","Sun May 25 11:20:40 GMT 2025","passed","Sun May 25 11:20:40 GMT 2025","","","",""
"","713","Component: FrostReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:20:42 GMT 2025","failed","Sun May 25 11:20:43 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:20:41 GMT 2025","passed","Sun May 25 11:20:41 GMT 2025","","composite group of groups and tests","",""
"","172","Component: DiagramCard, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:20:44 GMT 2025","failed","Sun May 25 11:20:44 GMT 2025","","","",""
"","25","Known: int.parse successfully parses ""2""","test/simple_test.dart","Sun May 25 11:20:40 GMT 2025","failed","Sun May 25 11:20:40 GMT 2025","","","",""
"This test has multiple links","5","links test","test/meta_test.dart","Sun May 25 11:20:40 GMT 2025","passed","Sun May 25 11:20:40 GMT 2025","","","",""
"# Test with description

Description can have multilines
","26","description test","test/meta_test.dart","Sun May 25 11:20:40 GMT 2025","passed","Sun May 25 11:20:40 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:20:41 GMT 2025","passed","Sun May 25 11:20:41 GMT 2025","sublevel of two level group","composite group of groups and tests","",""
"","204","Component: DiagramCard, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:20:44 GMT 2025","failed","Sun May 25 11:20:44 GMT 2025","","","",""
"","131","Component: ProfitCell, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:20:45 GMT 2025","failed","Sun May 25 11:20:45 GMT 2025","","","",""
"","21","always passed","test/groups_test.dart","Sun May 25 11:20:41 GMT 2025","passed","Sun May 25 11:20:41 GMT 2025","","single level group","",""
"","131","Component: ProfitCell, Story: Second (variant: CI)","test/golden_test.dart","Sun May 25 11:20:45 GMT 2025","failed","Sun May 25 11:20:45 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:20:41 GMT 2025","passed","Sun May 25 11:20:41 GMT 2025","sublevel of two level group","two level group","",""
"","33","Feature A - Story A","test/feature_test.dart","Sun May 25 11:20:39 GMT 2025","passed","Sun May 25 11:20:39 GMT 2025","","","",""
"","179","Component: RatingReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:20:43 GMT 2025","failed","Sun May 25 11:20:44 GMT 2025","","","",""
"","148","Hello world","test/golden_test.dart","Sun May 25 11:20:42 GMT 2025","passed","Sun May 25 11:20:42 GMT 2025","","","",""
"","3","Feature A - Story B","test/feature_test.dart","Sun May 25 11:20:39 GMT 2025","passed","Sun May 25 11:20:39 GMT 2025","","","",""
"","160","Component: RatingBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:20:44 GMT 2025","failed","Sun May 25 11:20:44 GMT 2025","","","",""
"","185","Component: FrostBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:20:44 GMT 2025","failed","Sun May 25 11:20:44 GMT 2025","","","",""
"","197","Component: FrostReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:20:43 GMT 2025","failed","Sun May 25 11:20:43 GMT 2025","","","",""
"","8","Muted: int.parse fails","test/simple_test.dart","Sun May 25 11:20:41 GMT 2025","failed","Sun May 25 11:20:41 GMT 2025","","","",""
"","187","Component: RatingReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:20:43 GMT 2025","failed","Sun May 25 11:20:43 GMT 2025","","","",""
"","5","Feature B - Story B","test/feature_test.dart","Sun May 25 11:20:39 GMT 2025","passed","Sun May 25 11:20:39 GMT 2025","","","",""
"","8","Flaky and muted: int.parse successfully parses ""1""","test/simple_test.dart","Sun May 25 11:20:40 GMT 2025","passed","Sun May 25 11:20:41 GMT 2025","","","",""
