"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","136","Component: ProfitCell, Story: Second (variant: CI)","test/golden_test.dart","Sun May 25 11:34:39 GMT 2025","failed","Sun May 25 11:34:40 GMT 2025","","","",""
"","171","Component: FrostBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:34:38 GMT 2025","failed","Sun May 25 11:34:39 GMT 2025","","","",""
"","159","Component: RatingReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:34:38 GMT 2025","failed","Sun May 25 11:34:38 GMT 2025","","","",""
"","49","Feature A - Story A","test/feature_test.dart","Sun May 25 11:34:33 GMT 2025","passed","Sun May 25 11:34:34 GMT 2025","","","",""
"","43","Success Test","test/plain_dart_package_test.dart","Sun May 25 11:34:26 GMT 2025","passed","Sun May 25 11:34:26 GMT 2025","","A group of tests","",""
"","3","always passed","test/groups_test.dart","Sun May 25 11:34:36 GMT 2025","passed","Sun May 25 11:34:36 GMT 2025","sublevel of two level group","composite group of groups and tests","",""
"","186","Component: FrostReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:34:38 GMT 2025","failed","Sun May 25 11:34:38 GMT 2025","","","",""
"","7","Muted: int.parse fails","test/simple_test.dart","Sun May 25 11:34:35 GMT 2025","failed","Sun May 25 11:34:35 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:34:36 GMT 2025","passed","Sun May 25 11:34:36 GMT 2025","sublevel of two level group, another sublevel","three level group","",""
"","1","Skipped Test","test/plain_dart_package_test.dart","Sun May 25 11:34:26 GMT 2025","skipped","Sun May 25 11:34:26 GMT 2025","","A group of tests","",""
"","179","Component: RatingBenefit, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:34:39 GMT 2025","failed","Sun May 25 11:34:39 GMT 2025","","","",""
"","43","Failing Test","test/plain_dart_package_test.dart","Sun May 25 11:34:26 GMT 2025","failed","Sun May 25 11:34:26 GMT 2025","","A group of tests","",""
"","175","Component: RatingReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:34:38 GMT 2025","failed","Sun May 25 11:34:38 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:34:36 GMT 2025","passed","Sun May 25 11:34:36 GMT 2025","sublevel of two level group","two level group","",""
"","24","always passed","test/groups_test.dart","Sun May 25 11:34:36 GMT 2025","passed","Sun May 25 11:34:36 GMT 2025","","single level group","",""
"","9","Flaky: int.parse successfully parses ""1""","test/simple_test.dart","Sun May 25 11:34:35 GMT 2025","failed","Sun May 25 11:34:35 GMT 2025","","","",""
"This test has Severity: Severity.trivial","4","severity test","test/meta_test.dart","Sun May 25 11:34:34 GMT 2025","passed","Sun May 25 11:34:34 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:34:36 GMT 2025","passed","Sun May 25 11:34:36 GMT 2025","sublevel of two level group, another sublevel","composite group of groups and tests","",""
"","8","Flaky and muted: int.parse successfully parses ""1""","test/simple_test.dart","Sun May 25 11:34:35 GMT 2025","failed","Sun May 25 11:34:35 GMT 2025","","","",""
"","697","Component: FrostReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:34:37 GMT 2025","failed","Sun May 25 11:34:38 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:34:36 GMT 2025","passed","Sun May 25 11:34:36 GMT 2025","","composite group of groups and tests","",""
"","24","int.parse successfully parses ""1""","test/simple_test.dart","Sun May 25 11:34:35 GMT 2025","passed","Sun May 25 11:34:35 GMT 2025","","","",""
"","147","Component: ProfitCell, Story: Second (variant: Linux)","test/golden_test.dart","Sun May 25 11:34:39 GMT 2025","failed","Sun May 25 11:34:39 GMT 2025","","","",""
"","2","Muted: int.parse successfully parses ""1""","test/simple_test.dart","Sun May 25 11:34:35 GMT 2025","passed","Sun May 25 11:34:35 GMT 2025","","","",""
"","157","Component: FrostBenefit, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:34:39 GMT 2025","failed","Sun May 25 11:34:39 GMT 2025","","","",""
"# Test with description

Description can have multilines
","24","description test","test/meta_test.dart","Sun May 25 11:34:34 GMT 2025","passed","Sun May 25 11:34:34 GMT 2025","","","",""
"","176","Component: DiagramCard, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:34:38 GMT 2025","failed","Sun May 25 11:34:38 GMT 2025","","","",""
"","165","Component: RatingBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:34:39 GMT 2025","failed","Sun May 25 11:34:39 GMT 2025","","","",""
"","30","Known: int.parse successfully parses ""2""","test/simple_test.dart","Sun May 25 11:34:35 GMT 2025","failed","Sun May 25 11:34:35 GMT 2025","","","",""
"","6","Feature B - Story A","test/feature_test.dart","Sun May 25 11:34:34 GMT 2025","passed","Sun May 25 11:34:34 GMT 2025","","","",""
"","141","Hello world","test/golden_test.dart","Sun May 25 11:34:37 GMT 2025","passed","Sun May 25 11:34:37 GMT 2025","","","",""
"","5","Feature B - Story B","test/feature_test.dart","Sun May 25 11:34:34 GMT 2025","passed","Sun May 25 11:34:34 GMT 2025","","","",""
"","139","Component: ProfitCell, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:34:39 GMT 2025","failed","Sun May 25 11:34:39 GMT 2025","","","",""
"","142","Component: DiagramCard, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:34:38 GMT 2025","failed","Sun May 25 11:34:38 GMT 2025","","","",""
"This test has multiple links","8","links test","test/meta_test.dart","Sun May 25 11:34:34 GMT 2025","passed","Sun May 25 11:34:34 GMT 2025","","","",""
