"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 09 15:47:55 GMT 2024","Sun Jun 09 15:47:55 GMT 2024","123","","","","","","Component: FrostBenefit, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:47:54 GMT 2024","Sun Jun 09 15:47:54 GMT 2024","112","","","","","","Component: FrostReceivedCard, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:47:55 GMT 2024","Sun Jun 09 15:47:55 GMT 2024","122","","","","","","Component: ProfitCell, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:47:55 GMT 2024","Sun Jun 09 15:47:55 GMT 2024","104","","","","","","Component: FrostBenefit, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:47:47 GMT 2024","Sun Jun 09 15:47:53 GMT 2024","6838","","","","","","loading /home/runner/work/dart_test_reporter/dart_test_reporter/apps/sandbox/test/golden_test.dart",""
"passed","Sun Jun 09 15:47:54 GMT 2024","Sun Jun 09 15:47:54 GMT 2024","135","","","","","","Component: DiagramCard, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:47:55 GMT 2024","Sun Jun 09 15:47:55 GMT 2024","131","","","","","","Component: RatingBenefit, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:47:54 GMT 2024","Sun Jun 09 15:47:55 GMT 2024","106","","","","","","Component: DiagramCard, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:47:54 GMT 2024","Sun Jun 09 15:47:54 GMT 2024","509","","","","","","Component: RatingReceivedCard, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:47:55 GMT 2024","Sun Jun 09 15:47:55 GMT 2024","115","","","","","","Component: ProfitCell, Story: Second (variant: Linux)",""
"passed","Sun Jun 09 15:47:55 GMT 2024","Sun Jun 09 15:47:55 GMT 2024","111","","","","","","Component: ProfitCell, Story: Default (variant: Linux)",""
"passed","Sun Jun 09 15:47:54 GMT 2024","Sun Jun 09 15:47:54 GMT 2024","135","","","","","","Component: RatingReceivedCard, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:47:53 GMT 2024","Sun Jun 09 15:47:54 GMT 2024","150","","","","","","Hello world",""
"passed","Sun Jun 09 15:47:54 GMT 2024","Sun Jun 09 15:47:54 GMT 2024","102","","","","","","Component: FrostReceivedCard, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:47:55 GMT 2024","Sun Jun 09 15:47:56 GMT 2024","110","","","","","","Component: RatingBenefit, Story: Default (variant: CI)",""
"passed","Sun Jun 09 15:47:55 GMT 2024","Sun Jun 09 15:47:55 GMT 2024","126","","","","","","Component: ProfitCell, Story: Second (variant: CI)",""
