"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","174","Component: RatingBenefit, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:34:18 GMT 2025","failed","Mon May 19 15:34:18 GMT 2025","","","",""
"","6","Feature B - Story B","test/feature_test.dart","Mon May 19 15:34:14 GMT 2025","passed","Mon May 19 15:34:14 GMT 2025","","","",""
"","4","always passed","test/groups_test.dart","Mon May 19 15:34:15 GMT 2025","passed","Mon May 19 15:34:15 GMT 2025","sublevel of two level group, another sublevel","composite group of groups and tests","",""
"","34","Known: int.parse successfully parses ""2""","test/simple_test.dart","Mon May 19 15:34:14 GMT 2025","failed","Mon May 19 15:34:14 GMT 2025","","","",""
"","5","Feature B - Story A","test/feature_test.dart","Mon May 19 15:34:14 GMT 2025","passed","Mon May 19 15:34:14 GMT 2025","","","",""
"This test has Severity: Severity.trivial","5","severity test","test/meta_test.dart","Mon May 19 15:34:14 GMT 2025","passed","Mon May 19 15:34:14 GMT 2025","","","",""
"","7","Muted: int.parse fails","test/simple_test.dart","Mon May 19 15:34:14 GMT 2025","failed","Mon May 19 15:34:14 GMT 2025","","","",""
"","10","Flaky: int.parse successfully parses ""1""","test/simple_test.dart","Mon May 19 15:34:14 GMT 2025","failed","Mon May 19 15:34:14 GMT 2025","","","",""
"","339","Component: FrostBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:34:17 GMT 2025","failed","Mon May 19 15:34:18 GMT 2025","","","",""
"","3","Muted: int.parse successfully parses ""1""","test/simple_test.dart","Mon May 19 15:34:14 GMT 2025","passed","Mon May 19 15:34:14 GMT 2025","","","",""
"","31","int.parse successfully parses ""1""","test/simple_test.dart","Mon May 19 15:34:14 GMT 2025","passed","Mon May 19 15:34:14 GMT 2025","","","",""
"","122","Component: ProfitCell, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:34:18 GMT 2025","passed","Mon May 19 15:34:18 GMT 2025","","","",""
"","24","always passed","test/groups_test.dart","Mon May 19 15:34:15 GMT 2025","passed","Mon May 19 15:34:15 GMT 2025","","single level group","",""
"","144","Component: RatingReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:34:17 GMT 2025","passed","Mon May 19 15:34:17 GMT 2025","","","",""
"","3","always passed","test/groups_test.dart","Mon May 19 15:34:15 GMT 2025","passed","Mon May 19 15:34:15 GMT 2025","sublevel of two level group","composite group of groups and tests","",""
"","3","always passed","test/groups_test.dart","Mon May 19 15:34:15 GMT 2025","passed","Mon May 19 15:34:15 GMT 2025","","composite group of groups and tests","",""
"","150","Component: RatingReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:34:17 GMT 2025","passed","Mon May 19 15:34:17 GMT 2025","","","",""
"","3","always passed","test/groups_test.dart","Mon May 19 15:34:15 GMT 2025","passed","Mon May 19 15:34:15 GMT 2025","sublevel of two level group","two level group","",""
"","204","Component: DiagramCard, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:34:17 GMT 2025","failed","Mon May 19 15:34:17 GMT 2025","","","",""
"","5","Flaky and muted: int.parse successfully parses ""1""","test/simple_test.dart","Mon May 19 15:34:14 GMT 2025","passed","Mon May 19 15:34:14 GMT 2025","","","",""
"","211","Component: RatingBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:34:18 GMT 2025","failed","Mon May 19 15:34:18 GMT 2025","","","",""
"","166","Component: FrostBenefit, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:34:18 GMT 2025","failed","Mon May 19 15:34:18 GMT 2025","","","",""
"","35","Feature A - Story A","test/feature_test.dart","Mon May 19 15:34:13 GMT 2025","passed","Mon May 19 15:34:14 GMT 2025","","","",""
"","610","Component: FrostReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:34:16 GMT 2025","passed","Mon May 19 15:34:16 GMT 2025","","","",""
"","3","always passed","test/groups_test.dart","Mon May 19 15:34:15 GMT 2025","passed","Mon May 19 15:34:15 GMT 2025","sublevel of two level group, another sublevel","three level group","",""
"","127","Component: ProfitCell, Story: Second (variant: CI)","test/golden_test.dart","Mon May 19 15:34:19 GMT 2025","passed","Mon May 19 15:34:19 GMT 2025","","","",""
"","6","Feature A - Story B","test/feature_test.dart","Mon May 19 15:34:14 GMT 2025","passed","Mon May 19 15:34:14 GMT 2025","","","",""
"This test has multiple links","6","links test","test/meta_test.dart","Mon May 19 15:34:14 GMT 2025","passed","Mon May 19 15:34:14 GMT 2025","","","",""
"","115","Component: ProfitCell, Story: Second (variant: Linux)","test/golden_test.dart","Mon May 19 15:34:18 GMT 2025","passed","Mon May 19 15:34:19 GMT 2025","","","",""
"","163","Hello world","test/golden_test.dart","Mon May 19 15:34:16 GMT 2025","passed","Mon May 19 15:34:16 GMT 2025","","","",""
"# Test with description

Description can have multilines
","36","description test","test/meta_test.dart","Mon May 19 15:34:14 GMT 2025","passed","Mon May 19 15:34:14 GMT 2025","","","",""
"","134","Component: ProfitCell, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:34:18 GMT 2025","passed","Mon May 19 15:34:18 GMT 2025","","","",""
"","154","Component: FrostReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:34:16 GMT 2025","passed","Mon May 19 15:34:17 GMT 2025","","","",""
"","166","Component: DiagramCard, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:34:17 GMT 2025","failed","Mon May 19 15:34:17 GMT 2025","","","",""
