"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test has Severity: Severity.trivial","4","severity test","test/meta_test.dart","Wed Nov 06 16:11:46 GMT 2024","passed","Wed Nov 06 16:11:46 GMT 2024","","","",""
"","541","Component: ProfitCell, Story: Default (variant: Linux)","test/golden_test.dart","Wed Nov 06 16:11:48 GMT 2024","passed","Wed Nov 06 16:11:48 GMT 2024","","","",""
"","4","Feature A - Story B","test/feature_test.dart","Wed Nov 06 16:11:45 GMT 2024","passed","Wed Nov 06 16:11:45 GMT 2024","","","",""
"This test has multiple links","7","links test","test/meta_test.dart","Wed Nov 06 16:11:46 GMT 2024","passed","Wed Nov 06 16:11:46 GMT 2024","","","",""
"","46","Feature A - Story A","test/feature_test.dart","Wed Nov 06 16:11:45 GMT 2024","passed","Wed Nov 06 16:11:45 GMT 2024","","","",""
"# Test with description

Description can have multilines
","37","description test","test/meta_test.dart","Wed Nov 06 16:11:46 GMT 2024","passed","Wed Nov 06 16:11:46 GMT 2024","","","",""
"","106","Component: RatingReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Wed Nov 06 16:11:49 GMT 2024","passed","Wed Nov 06 16:11:49 GMT 2024","","","",""
"","142","Component: ProfitCell, Story: Default (variant: CI)","test/golden_test.dart","Wed Nov 06 16:11:48 GMT 2024","passed","Wed Nov 06 16:11:48 GMT 2024","","","",""
"","11","Flaky and muted: int.parse successfully parses ""1""","test/simple_test.dart","Wed Nov 06 16:11:46 GMT 2024","failed","Wed Nov 06 16:11:46 GMT 2024","","","",""
"","121","Component: RatingReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Wed Nov 06 16:11:49 GMT 2024","passed","Wed Nov 06 16:11:49 GMT 2024","","","",""
"","4","Muted: int.parse successfully parses ""1""","test/simple_test.dart","Wed Nov 06 16:11:46 GMT 2024","passed","Wed Nov 06 16:11:46 GMT 2024","","","",""
"","126","Component: DiagramCard, Story: Default (variant: Linux)","test/golden_test.dart","Wed Nov 06 16:11:49 GMT 2024","passed","Wed Nov 06 16:11:50 GMT 2024","","","",""
"","8","Feature B - Story A","test/feature_test.dart","Wed Nov 06 16:11:45 GMT 2024","passed","Wed Nov 06 16:11:45 GMT 2024","","","",""
"","34","Known: int.parse successfully parses ""2""","test/simple_test.dart","Wed Nov 06 16:11:46 GMT 2024","failed","Wed Nov 06 16:11:46 GMT 2024","","","",""
"","132","Component: FrostBenefit, Story: Default (variant: CI)","test/golden_test.dart","Wed Nov 06 16:11:49 GMT 2024","passed","Wed Nov 06 16:11:49 GMT 2024","","","",""
"","3","always passed","test/groups_test.dart","Wed Nov 06 16:11:45 GMT 2024","passed","Wed Nov 06 16:11:45 GMT 2024","sublevel of two level group","two level group","",""
"","110","Component: FrostReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Wed Nov 06 16:11:49 GMT 2024","passed","Wed Nov 06 16:11:49 GMT 2024","","","",""
"","11","Muted: int.parse fails","test/simple_test.dart","Wed Nov 06 16:11:46 GMT 2024","failed","Wed Nov 06 16:11:46 GMT 2024","","","",""
"","4","always passed","test/groups_test.dart","Wed Nov 06 16:11:45 GMT 2024","passed","Wed Nov 06 16:11:45 GMT 2024","","composite group of groups and tests","",""
"","3","always passed","test/groups_test.dart","Wed Nov 06 16:11:45 GMT 2024","passed","Wed Nov 06 16:11:45 GMT 2024","sublevel of two level group","composite group of groups and tests","",""
"","3","always passed","test/groups_test.dart","Wed Nov 06 16:11:45 GMT 2024","passed","Wed Nov 06 16:11:45 GMT 2024","sublevel of two level group, another sublevel","three level group","",""
"","101","Component: FrostReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Wed Nov 06 16:11:49 GMT 2024","passed","Wed Nov 06 16:11:49 GMT 2024","","","",""
"","7","Feature B - Story B","test/feature_test.dart","Wed Nov 06 16:11:45 GMT 2024","passed","Wed Nov 06 16:11:45 GMT 2024","","","",""
"","38","always passed","test/groups_test.dart","Wed Nov 06 16:11:45 GMT 2024","passed","Wed Nov 06 16:11:45 GMT 2024","","single level group","",""
"","3","always passed","test/groups_test.dart","Wed Nov 06 16:11:45 GMT 2024","passed","Wed Nov 06 16:11:45 GMT 2024","sublevel of two level group, another sublevel","composite group of groups and tests","",""
"","119","Component: ProfitCell, Story: Second (variant: Linux)","test/golden_test.dart","Wed Nov 06 16:11:48 GMT 2024","passed","Wed Nov 06 16:11:48 GMT 2024","","","",""
