"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","always passed","test/groups_test.dart","Mon May 19 15:58:34 GMT 2025","passed","Mon May 19 15:58:34 GMT 2025","sublevel of two level group, another sublevel","composite group of groups and tests","",""
"","4","always passed","test/groups_test.dart","Mon May 19 15:58:34 GMT 2025","passed","Mon May 19 15:58:34 GMT 2025","","composite group of groups and tests","",""
"","3","Feature B - Story B","test/feature_test.dart","Mon May 19 15:58:33 GMT 2025","passed","Mon May 19 15:58:33 GMT 2025","","","",""
"","6","Feature B - Story A","test/feature_test.dart","Mon May 19 15:58:33 GMT 2025","passed","Mon May 19 15:58:33 GMT 2025","","","",""
"","14","Flaky: int.parse successfully parses ""1""","test/simple_test.dart","Mon May 19 15:58:34 GMT 2025","failed","Mon May 19 15:58:34 GMT 2025","","","",""
"","146","Component: FrostBenefit, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:58:37 GMT 2025","failed","Mon May 19 15:58:37 GMT 2025","","","",""
"","35","Feature A - Story A","test/feature_test.dart","Mon May 19 15:58:33 GMT 2025","passed","Mon May 19 15:58:33 GMT 2025","","","",""
"","170","Component: RatingBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:58:37 GMT 2025","failed","Mon May 19 15:58:37 GMT 2025","","","",""
"","8","Muted: int.parse fails","test/simple_test.dart","Mon May 19 15:58:34 GMT 2025","failed","Mon May 19 15:58:34 GMT 2025","","","",""
"","149","Hello world","test/golden_test.dart","Mon May 19 15:58:35 GMT 2025","passed","Mon May 19 15:58:35 GMT 2025","","","",""
"","292","Component: FrostBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:58:36 GMT 2025","failed","Mon May 19 15:58:37 GMT 2025","","","",""
"","580","Component: FrostReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:58:35 GMT 2025","passed","Mon May 19 15:58:36 GMT 2025","","","",""
"","26","Known: int.parse successfully parses ""2""","test/simple_test.dart","Mon May 19 15:58:34 GMT 2025","failed","Mon May 19 15:58:34 GMT 2025","","","",""
"","139","Component: FrostReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:58:36 GMT 2025","passed","Mon May 19 15:58:36 GMT 2025","","","",""
"","136","Component: RatingReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:58:36 GMT 2025","passed","Mon May 19 15:58:36 GMT 2025","","","",""
"","120","Component: ProfitCell, Story: Second (variant: CI)","test/golden_test.dart","Mon May 19 15:58:37 GMT 2025","passed","Mon May 19 15:58:38 GMT 2025","","","",""
"This test has multiple links","8","links test","test/meta_test.dart","Mon May 19 15:58:33 GMT 2025","passed","Mon May 19 15:58:33 GMT 2025","","","",""
"","109","Component: ProfitCell, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:58:37 GMT 2025","passed","Mon May 19 15:58:37 GMT 2025","","","",""
"","163","Component: RatingBenefit, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:58:37 GMT 2025","failed","Mon May 19 15:58:37 GMT 2025","","","",""
"# Test with description

Description can have multilines
","42","description test","test/meta_test.dart","Mon May 19 15:58:33 GMT 2025","passed","Mon May 19 15:58:33 GMT 2025","","","",""
"","6","Feature A - Story B","test/feature_test.dart","Mon May 19 15:58:33 GMT 2025","passed","Mon May 19 15:58:33 GMT 2025","","","",""
"","99","Component: ProfitCell, Story: Second (variant: Linux)","test/golden_test.dart","Mon May 19 15:58:37 GMT 2025","passed","Mon May 19 15:58:37 GMT 2025","","","",""
"","140","Component: DiagramCard, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:58:36 GMT 2025","failed","Mon May 19 15:58:36 GMT 2025","","","",""
