"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","175","Component: RatingBenefit, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:48:41 GMT 2025","failed","Sun May 25 11:48:41 GMT 2025","","","",""
"","132","Component: ProfitCell, Story: Second (variant: CI)","test/golden_test.dart","Sun May 25 11:48:41 GMT 2025","failed","Sun May 25 11:48:41 GMT 2025","","","",""
"","10","Muted: int.parse fails","test/simple_test.dart","Sun May 25 11:48:37 GMT 2025","failed","Sun May 25 11:48:37 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:48:37 GMT 2025","passed","Sun May 25 11:48:37 GMT 2025","sublevel of two level group, another sublevel","three level group","",""
"","4","Flaky: int.parse successfully parses ""1""","test/simple_test.dart","Sun May 25 11:48:37 GMT 2025","passed","Sun May 25 11:48:37 GMT 2025","","","",""
"","165","Component: FrostBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:48:40 GMT 2025","failed","Sun May 25 11:48:40 GMT 2025","","","",""
"","151","Hello world","test/golden_test.dart","Sun May 25 11:48:38 GMT 2025","passed","Sun May 25 11:48:38 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:48:37 GMT 2025","passed","Sun May 25 11:48:37 GMT 2025","sublevel of two level group, another sublevel","composite group of groups and tests","",""
"","5","Muted: int.parse successfully parses ""1""","test/simple_test.dart","Sun May 25 11:48:37 GMT 2025","passed","Sun May 25 11:48:37 GMT 2025","","","",""
"","139","Component: ProfitCell, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:48:41 GMT 2025","failed","Sun May 25 11:48:41 GMT 2025","","","",""
"","24","Success Test","test/plain_dart_package_test.dart","Sun May 25 11:48:28 GMT 2025","passed","Sun May 25 11:48:28 GMT 2025","","A group of tests","",""
"","160","Component: RatingReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:48:40 GMT 2025","failed","Sun May 25 11:48:40 GMT 2025","","","",""
"","4","Feature A - Story B","test/feature_test.dart","Sun May 25 11:48:35 GMT 2025","passed","Sun May 25 11:48:35 GMT 2025","","","",""
"","29","Known: int.parse successfully parses ""2""","test/simple_test.dart","Sun May 25 11:48:37 GMT 2025","failed","Sun May 25 11:48:37 GMT 2025","","","",""
"","23","always passed","test/groups_test.dart","Sun May 25 11:48:37 GMT 2025","passed","Sun May 25 11:48:37 GMT 2025","","single level group","",""
"","171","Component: RatingReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:48:39 GMT 2025","failed","Sun May 25 11:48:40 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:48:37 GMT 2025","passed","Sun May 25 11:48:37 GMT 2025","","composite group of groups and tests","",""
"","1","Skipped Test","test/plain_dart_package_test.dart","Sun May 25 11:48:28 GMT 2025","skipped","Sun May 25 11:48:28 GMT 2025","","A group of tests","",""
"","146","Component: ProfitCell, Story: Second (variant: Linux)","test/golden_test.dart","Sun May 25 11:48:41 GMT 2025","failed","Sun May 25 11:48:41 GMT 2025","","","",""
"","168","Component: DiagramCard, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:48:40 GMT 2025","failed","Sun May 25 11:48:40 GMT 2025","","","",""
"This test has Severity: Severity.trivial","4","severity test","test/meta_test.dart","Sun May 25 11:48:36 GMT 2025","passed","Sun May 25 11:48:36 GMT 2025","","","",""
"","168","Component: FrostBenefit, Story: Default (variant: CI)","test/golden_test.dart","Sun May 25 11:48:40 GMT 2025","failed","Sun May 25 11:48:40 GMT 2025","","","",""
"","2","always passed","test/groups_test.dart","Sun May 25 11:48:37 GMT 2025","passed","Sun May 25 11:48:37 GMT 2025","sublevel of two level group","composite group of groups and tests","",""
"","3","Feature B - Story B","test/feature_test.dart","Sun May 25 11:48:35 GMT 2025","passed","Sun May 25 11:48:35 GMT 2025","","","",""
"","27","Feature A - Story A","test/feature_test.dart","Sun May 25 11:48:35 GMT 2025","passed","Sun May 25 11:48:35 GMT 2025","","","",""
"","183","Component: DiagramCard, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:48:40 GMT 2025","failed","Sun May 25 11:48:40 GMT 2025","","","",""
"# Test with description

Description can have multilines
","26","description test","test/meta_test.dart","Sun May 25 11:48:36 GMT 2025","passed","Sun May 25 11:48:36 GMT 2025","","","",""
"","5","Flaky and muted: int.parse successfully parses ""1""","test/simple_test.dart","Sun May 25 11:48:37 GMT 2025","passed","Sun May 25 11:48:37 GMT 2025","","","",""
"","702","Component: FrostReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:48:38 GMT 2025","failed","Sun May 25 11:48:39 GMT 2025","","","",""
"","174","Component: RatingBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Sun May 25 11:48:40 GMT 2025","failed","Sun May 25 11:48:41 GMT 2025","","","",""
"","25","int.parse successfully parses ""1""","test/simple_test.dart","Sun May 25 11:48:36 GMT 2025","passed","Sun May 25 11:48:37 GMT 2025","","","",""
