"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","Flaky: int.parse successfully parses ""1""","test/simple_test.dart","Mon May 19 15:51:14 GMT 2025","failed","Mon May 19 15:51:14 GMT 2025","","","",""
"","3","Muted: int.parse successfully parses ""1""","test/simple_test.dart","Mon May 19 15:51:14 GMT 2025","passed","Mon May 19 15:51:14 GMT 2025","","","",""
"","152","Component: FrostBenefit, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:51:17 GMT 2025","failed","Mon May 19 15:51:17 GMT 2025","","","",""
"","135","Component: RatingReceivedCard, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:51:16 GMT 2025","passed","Mon May 19 15:51:16 GMT 2025","","","",""
"","154","Component: RatingBenefit, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:51:17 GMT 2025","failed","Mon May 19 15:51:17 GMT 2025","","","",""
"","26","int.parse successfully parses ""1""","test/simple_test.dart","Mon May 19 15:51:14 GMT 2025","passed","Mon May 19 15:51:14 GMT 2025","","","",""
"","4","Feature B - Story A","test/feature_test.dart","Mon May 19 15:51:13 GMT 2025","passed","Mon May 19 15:51:13 GMT 2025","","","",""
"","4","Flaky and muted: int.parse successfully parses ""1""","test/simple_test.dart","Mon May 19 15:51:14 GMT 2025","passed","Mon May 19 15:51:14 GMT 2025","","","",""
"","176","Component: RatingBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:51:17 GMT 2025","failed","Mon May 19 15:51:17 GMT 2025","","","",""
"","102","Component: ProfitCell, Story: Second (variant: Linux)","test/golden_test.dart","Mon May 19 15:51:17 GMT 2025","passed","Mon May 19 15:51:17 GMT 2025","","","",""
"","5","always passed","test/groups_test.dart","Mon May 19 15:51:14 GMT 2025","passed","Mon May 19 15:51:14 GMT 2025","sublevel of two level group","composite group of groups and tests","",""
"","4","Feature B - Story B","test/feature_test.dart","Mon May 19 15:51:13 GMT 2025","passed","Mon May 19 15:51:13 GMT 2025","","","",""
"","128","Component: RatingReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:51:16 GMT 2025","passed","Mon May 19 15:51:16 GMT 2025","","","",""
"","122","Component: ProfitCell, Story: Second (variant: CI)","test/golden_test.dart","Mon May 19 15:51:17 GMT 2025","passed","Mon May 19 15:51:18 GMT 2025","","","",""
"","184","Component: DiagramCard, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:51:16 GMT 2025","failed","Mon May 19 15:51:16 GMT 2025","","","",""
"","143","Component: FrostReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:51:16 GMT 2025","passed","Mon May 19 15:51:16 GMT 2025","","","",""
"","5","always passed","test/groups_test.dart","Mon May 19 15:51:14 GMT 2025","passed","Mon May 19 15:51:14 GMT 2025","sublevel of two level group, another sublevel","three level group","",""
"","8","Muted: int.parse fails","test/simple_test.dart","Mon May 19 15:51:14 GMT 2025","failed","Mon May 19 15:51:14 GMT 2025","","","",""
"","3","always passed","test/groups_test.dart","Mon May 19 15:51:14 GMT 2025","passed","Mon May 19 15:51:14 GMT 2025","sublevel of two level group","two level group","",""
"","20","Feature A - Story B","test/feature_test.dart","Mon May 19 15:51:13 GMT 2025","passed","Mon May 19 15:51:13 GMT 2025","","","",""
"# Test with description

Description can have multilines
","33","description test","test/meta_test.dart","Mon May 19 15:51:13 GMT 2025","passed","Mon May 19 15:51:13 GMT 2025","","","",""
"This test has Severity: Severity.trivial","4","severity test","test/meta_test.dart","Mon May 19 15:51:13 GMT 2025","passed","Mon May 19 15:51:13 GMT 2025","","","",""
"","115","Component: ProfitCell, Story: Default (variant: CI)","test/golden_test.dart","Mon May 19 15:51:17 GMT 2025","passed","Mon May 19 15:51:17 GMT 2025","","","",""
"This test has multiple links","7","links test","test/meta_test.dart","Mon May 19 15:51:13 GMT 2025","passed","Mon May 19 15:51:13 GMT 2025","","","",""
"","299","Component: FrostBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:51:16 GMT 2025","failed","Mon May 19 15:51:17 GMT 2025","","","",""
"","28","Known: int.parse successfully parses ""2""","test/simple_test.dart","Mon May 19 15:51:14 GMT 2025","failed","Mon May 19 15:51:14 GMT 2025","","","",""
"","148","Hello world","test/golden_test.dart","Mon May 19 15:51:15 GMT 2025","passed","Mon May 19 15:51:15 GMT 2025","","","",""
"","11","always passed","test/groups_test.dart","Mon May 19 15:51:14 GMT 2025","passed","Mon May 19 15:51:14 GMT 2025","","composite group of groups and tests","",""
"","6","always passed","test/groups_test.dart","Mon May 19 15:51:14 GMT 2025","passed","Mon May 19 15:51:14 GMT 2025","sublevel of two level group, another sublevel","composite group of groups and tests","",""
"","121","Component: ProfitCell, Story: Default (variant: Linux)","test/golden_test.dart","Mon May 19 15:51:17 GMT 2025","passed","Mon May 19 15:51:17 GMT 2025","","","",""
