"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12","Flaky and muted: int.parse successfully parses ""1""","test/simple_test.dart","Sat Dec 21 11:19:16 GMT 2024","failed","Sat Dec 21 11:19:16 GMT 2024","","","",""
"","140","Component: ProfitCell, Story: Default (variant: CI)","test/golden_test.dart","Sat Dec 21 11:19:18 GMT 2024","passed","Sat Dec 21 11:19:19 GMT 2024","","","",""
"","329","Component: RatingBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Sat Dec 21 11:19:19 GMT 2024","failed","Sat Dec 21 11:19:19 GMT 2024","","","",""
"","5","Feature B - Story B","test/feature_test.dart","Sat Dec 21 11:19:16 GMT 2024","passed","Sat Dec 21 11:19:16 GMT 2024","","","",""
"","120","Component: DiagramCard, Story: Default (variant: CI)","test/golden_test.dart","Sat Dec 21 11:19:20 GMT 2024","failed","Sat Dec 21 11:19:20 GMT 2024","","","",""
"","4","always passed","test/groups_test.dart","Sat Dec 21 11:19:15 GMT 2024","passed","Sat Dec 21 11:19:15 GMT 2024","","composite group of groups and tests","",""
"","35","int.parse successfully parses ""1""","test/simple_test.dart","Sat Dec 21 11:19:16 GMT 2024","passed","Sat Dec 21 11:19:16 GMT 2024","","","",""
"","114","Component: RatingReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Sat Dec 21 11:19:20 GMT 2024","passed","Sat Dec 21 11:19:20 GMT 2024","","","",""
"This test has Severity: Severity.trivial","3","severity test","test/meta_test.dart","Sat Dec 21 11:19:17 GMT 2024","passed","Sat Dec 21 11:19:17 GMT 2024","","","",""
"","4","Feature B - Story A","test/feature_test.dart","Sat Dec 21 11:19:16 GMT 2024","passed","Sat Dec 21 11:19:16 GMT 2024","","","",""
"","8","Muted: int.parse fails","test/simple_test.dart","Sat Dec 21 11:19:16 GMT 2024","failed","Sat Dec 21 11:19:16 GMT 2024","","","",""
"","48","Feature A - Story A","test/feature_test.dart","Sat Dec 21 11:19:16 GMT 2024","passed","Sat Dec 21 11:19:16 GMT 2024","","","",""
"","136","Component: DiagramCard, Story: Default (variant: Linux)","test/golden_test.dart","Sat Dec 21 11:19:20 GMT 2024","failed","Sat Dec 21 11:19:20 GMT 2024","","","",""
"","17","Flaky: int.parse successfully parses ""1""","test/simple_test.dart","Sat Dec 21 11:19:16 GMT 2024","failed","Sat Dec 21 11:19:16 GMT 2024","","","",""
"","110","Component: ProfitCell, Story: Second (variant: Linux)","test/golden_test.dart","Sat Dec 21 11:19:19 GMT 2024","passed","Sat Dec 21 11:19:19 GMT 2024","","","",""
"","122","Component: FrostReceivedCard, Story: Default (variant: CI)","test/golden_test.dart","Sat Dec 21 11:19:20 GMT 2024","passed","Sat Dec 21 11:19:20 GMT 2024","","","",""
"","34","always passed","test/groups_test.dart","Sat Dec 21 11:19:15 GMT 2024","passed","Sat Dec 21 11:19:15 GMT 2024","","single level group","",""
"","161","Component: FrostBenefit, Story: Default (variant: Linux)","test/golden_test.dart","Sat Dec 21 11:19:19 GMT 2024","failed","Sat Dec 21 11:19:19 GMT 2024","","","",""
