"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 15 18:52:28 GMT 2024","Sat Jun 15 18:52:28 GMT 2024","115","","","","","","Component: FrostReceivedCard, Story: Default (variant: CI)",""
"passed","Sat Jun 15 18:52:28 GMT 2024","Sat Jun 15 18:52:28 GMT 2024","125","","","","","","Component: ProfitCell, Story: Default (variant: CI)",""
"passed","Sat Jun 15 18:52:28 GMT 2024","Sat Jun 15 18:52:28 GMT 2024","111","","","","","","Component: ProfitCell, Story: Default (variant: Linux)",""
"passed","Sat Jun 15 18:52:27 GMT 2024","Sat Jun 15 18:52:27 GMT 2024","154","","","","","","Hello world",""
"passed","Sat Jun 15 18:52:20 GMT 2024","Sat Jun 15 18:52:27 GMT 2024","6798","","","","","","loading /home/runner/work/dart_test_reporter/dart_test_reporter/apps/sandbox/test/golden_test.dart",""
"passed","Sat Jun 15 18:52:29 GMT 2024","Sat Jun 15 18:52:29 GMT 2024","102","","","","","","Component: FrostBenefit, Story: Default (variant: CI)",""
"passed","Sat Jun 15 18:52:28 GMT 2024","Sat Jun 15 18:52:28 GMT 2024","110","","","","","","Component: DiagramCard, Story: Default (variant: CI)",""
"passed","Sat Jun 15 18:52:29 GMT 2024","Sat Jun 15 18:52:29 GMT 2024","134","","","","","","Component: FrostBenefit, Story: Default (variant: Linux)",""
"passed","Sat Jun 15 18:52:28 GMT 2024","Sat Jun 15 18:52:28 GMT 2024","133","","","","","","Component: RatingReceivedCard, Story: Default (variant: CI)",""
"passed","Sat Jun 15 18:52:29 GMT 2024","Sat Jun 15 18:52:29 GMT 2024","112","","","","","","Component: RatingBenefit, Story: Default (variant: CI)",""
"passed","Sat Jun 15 18:52:27 GMT 2024","Sat Jun 15 18:52:28 GMT 2024","502","","","","","","Component: RatingReceivedCard, Story: Default (variant: Linux)",""
"passed","Sat Jun 15 18:52:29 GMT 2024","Sat Jun 15 18:52:29 GMT 2024","103","","","","","","Component: RatingBenefit, Story: Default (variant: Linux)",""
"passed","Sat Jun 15 18:52:28 GMT 2024","Sat Jun 15 18:52:29 GMT 2024","146","","","","","","Component: ProfitCell, Story: Second (variant: Linux)",""
"passed","Sat Jun 15 18:52:28 GMT 2024","Sat Jun 15 18:52:28 GMT 2024","121","","","","","","Component: FrostReceivedCard, Story: Default (variant: Linux)",""
"passed","Sat Jun 15 18:52:29 GMT 2024","Sat Jun 15 18:52:29 GMT 2024","108","","","","","","Component: ProfitCell, Story: Second (variant: CI)",""
"passed","Sat Jun 15 18:52:28 GMT 2024","Sat Jun 15 18:52:28 GMT 2024","128","","","","","","Component: DiagramCard, Story: Default (variant: Linux)",""
