"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 17 11:51:14 GMT 2024","Mon Jun 17 11:51:14 GMT 2024","100","","","","","","Component: ProfitCell, Story: Second (variant: Linux)",""
"passed","Mon Jun 17 11:51:14 GMT 2024","Mon Jun 17 11:51:14 GMT 2024","112","","","","","","Component: ProfitCell, Story: Second (variant: CI)",""
"passed","Mon Jun 17 11:51:13 GMT 2024","Mon Jun 17 11:51:14 GMT 2024","103","","","","","","Component: ProfitCell, Story: Default (variant: Linux)",""
"passed","Mon Jun 17 11:51:14 GMT 2024","Mon Jun 17 11:51:14 GMT 2024","107","","","","","","Component: FrostBenefit, Story: Default (variant: CI)",""
"passed","Mon Jun 17 11:51:13 GMT 2024","Mon Jun 17 11:51:13 GMT 2024","111","","","","","","Component: DiagramCard, Story: Default (variant: CI)",""
"passed","Mon Jun 17 11:51:14 GMT 2024","Mon Jun 17 11:51:14 GMT 2024","110","","","","","","Component: RatingBenefit, Story: Default (variant: CI)",""
"passed","Mon Jun 17 11:51:13 GMT 2024","Mon Jun 17 11:51:13 GMT 2024","116","","","","","","Component: FrostReceivedCard, Story: Default (variant: Linux)",""
"passed","Mon Jun 17 11:51:13 GMT 2024","Mon Jun 17 11:51:13 GMT 2024","135","","","","","","Component: RatingReceivedCard, Story: Default (variant: CI)",""
"passed","Mon Jun 17 11:51:12 GMT 2024","Mon Jun 17 11:51:12 GMT 2024","147","","","","","","Hello world",""
"passed","Mon Jun 17 11:51:13 GMT 2024","Mon Jun 17 11:51:13 GMT 2024","104","","","","","","Component: FrostReceivedCard, Story: Default (variant: CI)",""
"passed","Mon Jun 17 11:51:14 GMT 2024","Mon Jun 17 11:51:14 GMT 2024","109","","","","","","Component: FrostBenefit, Story: Default (variant: Linux)",""
"passed","Mon Jun 17 11:51:13 GMT 2024","Mon Jun 17 11:51:13 GMT 2024","128","","","","","","Component: DiagramCard, Story: Default (variant: Linux)",""
"passed","Mon Jun 17 11:51:14 GMT 2024","Mon Jun 17 11:51:14 GMT 2024","112","","","","","","Component: ProfitCell, Story: Default (variant: CI)",""
"passed","Mon Jun 17 11:51:14 GMT 2024","Mon Jun 17 11:51:14 GMT 2024","126","","","","","","Component: RatingBenefit, Story: Default (variant: Linux)",""
"passed","Mon Jun 17 11:51:05 GMT 2024","Mon Jun 17 11:51:12 GMT 2024","7110","","","","","","loading /home/runner/work/dart_test_reporter/dart_test_reporter/apps/sandbox/test/golden_test.dart",""
"passed","Mon Jun 17 11:51:12 GMT 2024","Mon Jun 17 11:51:13 GMT 2024","515","","","","","","Component: RatingReceivedCard, Story: Default (variant: Linux)",""
