"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 10 08:51:49 GMT 2024","Mon Jun 10 08:51:49 GMT 2024","117","","","","","","Component: FrostReceivedCard, Story: Default (variant: Linux)",""
"passed","Mon Jun 10 08:51:48 GMT 2024","Mon Jun 10 08:51:49 GMT 2024","153","","","","","","Hello world",""
"passed","Mon Jun 10 08:51:49 GMT 2024","Mon Jun 10 08:51:49 GMT 2024","107","","","","","","Component: FrostReceivedCard, Story: Default (variant: CI)",""
"passed","Mon Jun 10 08:51:50 GMT 2024","Mon Jun 10 08:51:50 GMT 2024","107","","","","","","Component: FrostBenefit, Story: Default (variant: CI)",""
"passed","Mon Jun 10 08:51:49 GMT 2024","Mon Jun 10 08:51:49 GMT 2024","506","","","","","","Component: RatingReceivedCard, Story: Default (variant: Linux)",""
"passed","Mon Jun 10 08:51:41 GMT 2024","Mon Jun 10 08:51:48 GMT 2024","7032","","","","","","loading /home/runner/work/dart_test_reporter/dart_test_reporter/apps/sandbox/test/golden_test.dart",""
"passed","Mon Jun 10 08:51:50 GMT 2024","Mon Jun 10 08:51:50 GMT 2024","109","","","","","","Component: RatingBenefit, Story: Default (variant: Linux)",""
"passed","Mon Jun 10 08:51:50 GMT 2024","Mon Jun 10 08:51:50 GMT 2024","122","","","","","","Component: ProfitCell, Story: Default (variant: CI)",""
"passed","Mon Jun 10 08:51:49 GMT 2024","Mon Jun 10 08:51:49 GMT 2024","129","","","","","","Component: RatingReceivedCard, Story: Default (variant: CI)",""
"passed","Mon Jun 10 08:51:50 GMT 2024","Mon Jun 10 08:51:50 GMT 2024","105","","","","","","Component: ProfitCell, Story: Default (variant: Linux)",""
"passed","Mon Jun 10 08:51:50 GMT 2024","Mon Jun 10 08:51:50 GMT 2024","110","","","","","","Component: DiagramCard, Story: Default (variant: CI)",""
"passed","Mon Jun 10 08:51:49 GMT 2024","Mon Jun 10 08:51:50 GMT 2024","131","","","","","","Component: DiagramCard, Story: Default (variant: Linux)",""
"passed","Mon Jun 10 08:51:50 GMT 2024","Mon Jun 10 08:51:50 GMT 2024","126","","","","","","Component: FrostBenefit, Story: Default (variant: Linux)",""
"passed","Mon Jun 10 08:51:50 GMT 2024","Mon Jun 10 08:51:50 GMT 2024","116","","","","","","Component: ProfitCell, Story: Second (variant: Linux)",""
"passed","Mon Jun 10 08:51:50 GMT 2024","Mon Jun 10 08:51:50 GMT 2024","115","","","","","","Component: ProfitCell, Story: Second (variant: CI)",""
"passed","Mon Jun 10 08:51:50 GMT 2024","Mon Jun 10 08:51:51 GMT 2024","113","","","","","","Component: RatingBenefit, Story: Default (variant: CI)",""
